,name,description,short_name,id
1455,Energía asignada por restricciones técnicas en tiempo real Bajar SCA,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a bajar en tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por seguridad por Sobrecargas Ante Contingencia en la Red de Transporte.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>",Energía asignada TR Bajar SCA,1805
1456,Energía asignada por restricciones técnicas en tiempo real Subir CT,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a subir en tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por seguridad por Control de Tensión.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>",Energía asignada TR Subir CT,1806
1457,Energía asignada por restricciones técnicas en tiempo real Bajar CT,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a bajar en tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por seguridad por Control de Tensión.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>",Energía asignada TR Bajar CT,1807
1458,Energía asignada por restricciones técnicas en tiempo real Subir RTD,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a subir en el tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por seguridad por Restricciones Técnicas en la Red de Distribución.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>",Energía asignada TR Subir RTD,1808
1459,Energía asignada por restricciones técnicas en tiempo real Bajar RTD,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a bajar en el tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por seguridad por Restricciones Técnicas en la Red de Distribución.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>",Energía asignada TR Bajar RTD,1809
1460,Energía asignada por restricciones técnicas en tiempo real Subir EST,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a subir en el tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por estabilidad.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>",Energía asignada TR Subir EST,1810
1461,Energía asignada por restricciones técnicas en tiempo real Bajar EST,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a bajar en el tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por estabilidad.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>",Energía asignada TR Bajar EST,1811
1462,Energía asignada por restricciones técnicas en tiempo real Subir Otros,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a subir en tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por seguridad por otras causas.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>",Energía asignada TR Subir Otros,1812
1463,Energía asignada por restricciones técnicas en tiempo real Bajar Otros,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a bajar en tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por seguridad por otras causas.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>",Energía asignada TR Bajar Otros,1813
1464,Energía asignada por restricciones técnicas en tiempo real Subir RSI,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a subir en tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por Reserva a Subir Insuficiente.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>",Energía asignada TR Subir RSI,1814
1465,Energía asignada por restricciones técnicas en tiempo real Bajar RSI,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a bajar en tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por Reserva a Subir Insuficiente.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>",Energía asignada TR Bajar RSI,1815
1466,Energía asignada por restricciones técnicas en tiempo real Subir RBI,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a subir en tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por Reserva a Bajar Insuficiente.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>",Energía asignada TR Subir RBI,1816
1467,Energía asignada por restricciones técnicas en tiempo real Bajar RBI,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a bajar en tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por Reserva a Bajar Insuficiente.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>",Energía asignada TR Bajar RBI,1817
1468,Energía asignada por restricciones técnicas en tiempo real Subir ASE,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a subir en tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por seguridad por Desvío de Frecuencia en el Área Síncrona Europea.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>",Energía asignada TR Subir ASE,1818
1469,Energía asignada por restricciones técnicas en tiempo real Bajar ASE,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a bajar en tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por seguridad por Desvío de Frecuencia en el Área Síncrona Europea.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>",Energía asignada TR Bajar ASE,1819
